1310185,
3901388,
1299059,
1293182,亨利方达
1303010,
1949328,
1498604,
3873960,
1299889,
1478926,
1432972,
1484760,
2222995,
1689787,"西班牙,阿莫多瓦"
1431716,
1418752,
1431719,
1294262,
1440703,"爱情,美国"
1304900,
1381964,"新海诚,日本动画"
1979063,
1291937,佳片
3157605,
2149804,
2338058,
1295374,
1867335,浪漫
1963067,
2279152,
1790373,
2033822,
2976111,
4164444,
1294671,香港
1303139,美国电影
1307781,
1457573,"动画,庵野秀明,日本"
1292268,
2326212,
1304972,
2003389,搞笑
1461964,
2123510,
1292348,"动作,剧情,年代"
1293527,
1292347,"短片,动画,科幻"
1305179,
1963070,
1305703,
1395776,
1308338,香港
1292450,
1308482,
3013580,
1891211,动画
1298759,"舞台剧,人性"
1422920,魔幻
2081098,
4312232,杜汶泽
1293317,
2297275,
2239286,
4323732,
1464338,
3149087,
1947091,
1292288,电影经典
1306319,
1439579,
1464368,
1829626,
1295340,
1305541,
3008247,
2249531,
1293765,
1470591,
1308757,
3690289,"同志,中国,文艺,独立电影,内地"
1305068,"喜剧,美国"
1922273,电锯惊魂
3217122,郭采洁
1300528,
2983389,
2357719,
1856299,
1296837,
1873750,
1293050,
1292950,刘青云
1308232,
1727557,
1578685,吕克·贝松
1329286,
1297909,
1294371,
3804746,
1860528,
1298874,"中国,爱情"
1301912,秋天的童话
3018123,
2256034,
1300353,"贝托鲁奇,情色"
1306939,
1296384,
2156945,
1304708,游园惊梦
2157130,
1309044,
1418640,
1419933,"爱情,美国,情感"
2018131,
1308851,"美国,科幻"
1915312,
1307690,
1949761,
1366853,
1307766,中国电影
2154743,
1300555,"科幻,经典,时间旅行"
1806543,
1457218,
1294941,
3805953,
1800597,
1297659,
1304608,
1308543,"岩井俊二,日本电影"
1307868,
1307955,
3420455,中国
1400868,
1477448,
1292216,佳片
1428580,
1300265,
4097023,"2010s,大陆"
1483507,"新海诚,动画"
1295815,
2147121,
1297068,
1299769,
1307681,写实
3078386,
3642866,
1308480,
1915393,
1892510,
1782006,
2357703,
1986338,
1297862,
3074503,
4300525,
3011072,
3006302,
1306541,
2350904,电锯惊魂
1298040,
2230906,
1464540,
2270390,
4004731,
1291878,阿莫多瓦.Pedro.Almodóvar
2357707,
1293181,"希区柯克,惊悚,悬疑,美国"
1308855,
1300505,
1761854,
1294362,科幻
3445526,郭富城
1308746,
2253613,
1450031,文明
2181930,
2072478,
1294114,
3155477,
1451911,
5250583,
3007826,
1302769,
3018122,
1309078,科幻
2214140,
1433736,
1817253,
1478064,
1457707,
1786742,
1478186,
3026357,
1509868,
1292279,
2027945,
1917577,
1294037,
1578503,"美国,黑帮,犯罪"
1294621,"AngelinaJolie,DenzelWashington"
3074303,
1305158,出水芙蓉
1431714,
2157131,
1306154,"美国,爱情"
1299383,"美国,武士"
1307748,
1302061,佳片
1325399,
1470614,
1394324,
1474405,
3011049,
1295292,
2301701,
1296717,探险
1304643,"科幻,美国,斯皮尔伯格"
2038365,"川渝地区,高中生,打架斗殴,青少年问题"
1419581,
1293234,
1291564,短片集
1302100,阿加莎
1461985,
1297304,
2190934,
1305053,汉尼拔
1301757,
1438093,
2286012,
2357701,
1305197,
2054024,
2295401,
1866424,
3647523,
2357711,
1295873,"意大利,新现实主义,德·西卡"
1997681,中国电影
1827955,
1307181,
